Core,X,Y,Tiefe mm,Y,Moving average 5 mm
KLOP18-L1C-12.5-14m,1078.8,1357.14,13962.9,1357.14,1348.969611
KLOP18-L1C-12.5-14m,1079.1,1355.586,13963.2,1355.586,1347.473722
KLOP18-L1C-12.5-14m,1079.4,1352.53,13963.5,1352.53,1345.757389
KLOP18-L1C-12.5-14m,1079.7,1348.465,13963.8,1348.465,1343.826444
KLOP18-L1C-12.5-14m,1080,1344.284,13964.1,1344.284,1341.676722
KLOP18-L1C-12.5-14m,1080.3,1338.845,13964.4,1338.845,1339.186778
KLOP18-L1C-12.5-14m,1080.6,1333.429,13964.7,1333.429,1336.406444
KLOP18-L1C-12.5-14m,1080.9,1329.521,13965,1329.521,1333.388833
KLOP18-L1C-12.5-14m,1081.2,1328.239,13965.3,1328.239,1330.161833
KLOP18-L1C-12.5-14m,1081.5,1328.986,13965.6,1328.986,1326.582611
KLOP18-L1C-12.5-14m,1081.8,1328.897,13965.9,1328.897,1322.660167
KLOP18-L1C-12.5-14m,1082.1,1326.868,13966.2,1326.868,1318.485
KLOP18-L1C-12.5-14m,1082.4,1323.767,13966.5,1323.767,1314.301056
KLOP18-L1C-12.5-14m,1082.7,1319.462,13966.8,1319.462,1310.485778
KLOP18-L1C-12.5-14m,1083,1313.983,13967.1,1313.983,1307.216389
KLOP18-L1C-12.5-14m,1083.3,1309.08,13967.4,1309.08,1304.282056
KLOP18-L1C-12.5-14m,1083.6,1304.287,13967.7,1304.287,1301.564722
KLOP18-L1C-12.5-14m,1083.9,1299.544,13968,1299.544,1298.973778
KLOP18-L1C-12.5-14m,1084.2,1292.714,13968.3,1292.714,1296.350167
KLOP18-L1C-12.5-14m,1084.5,1284.982,13968.6,1284.982,1293.622667
KLOP18-L1C-12.5-14m,1084.8,1277.377,13968.9,1277.377,1290.813722
KLOP18-L1C-12.5-14m,1085.1,1273.154,13969.2,1273.154,1287.857833
KLOP18-L1C-12.5-14m,1085.4,1275.609,13969.5,1275.609,1284.796556
KLOP18-L1C-12.5-14m,1085.7,1279.996,13969.8,1279.996,1281.857056
KLOP18-L1C-12.5-14m,1086,1280.611,13970.1,1280.611,1279.238556
KLOP18-L1C-12.5-14m,1086.3,1280.609,13970.4,1280.609,1277.202056
KLOP18-L1C-12.5-14m,1086.6,1281.602,13970.7,1281.602,1275.799222
KLOP18-L1C-12.5-14m,1086.9,1281.761,13971,1281.761,1275.035389
KLOP18-L1C-12.5-14m,1087.2,1279.802,13971.3,1279.802,1274.860389
KLOP18-L1C-12.5-14m,1087.5,1276.307,13971.6,1276.307,1275.081667
KLOP18-L1C-12.5-14m,1087.8,1270.561,13971.9,1270.561,1275.393944
KLOP18-L1C-12.5-14m,1088.1,1264.359,13972.2,1264.359,1275.257444
KLOP18-L1C-12.5-14m,1088.4,1261.072,13972.5,1261.072,1274.634667
KLOP18-L1C-12.5-14m,1088.7,1261.947,13972.8,1261.947,1273.882556
KLOP18-L1C-12.5-14m,1089,1267.63,13973.1,1267.63,1273.393556
KLOP18-L1C-12.5-14m,1089.3,1274.293,13973.4,1274.293,1273.253444
KLOP18-L1C-12.5-14m,1089.6,1278.965,13973.7,1278.965,1273.337722
KLOP18-L1C-12.5-14m,1089.9,1281.832,13974,1281.832,1273.418778
KLOP18-L1C-12.5-14m,1090.2,1281.36,13974.3,1281.36,1273.437611
KLOP18-L1C-12.5-14m,1090.5,1278.775,13974.6,1278.775,1273.501389
KLOP18-L1C-12.5-14m,1090.8,1273.152,13974.9,1273.152,1273.699278
KLOP18-L1C-12.5-14m,1091.1,1268.786,13975.2,1268.786,1273.846444
KLOP18-L1C-12.5-14m,1091.4,1267.073,13975.5,1267.073,1273.748111
KLOP18-L1C-12.5-14m,1091.7,1271.807,13975.8,1271.807,1273.154944
KLOP18-L1C-12.5-14m,1092,1279.08,13976.1,1279.08,1272.053111
KLOP18-L1C-12.5-14m,1092.3,1283.278,13976.4,1283.278,1270.706944
KLOP18-L1C-12.5-14m,1092.6,1281.261,13976.7,1281.261,1269.252167
KLOP18-L1C-12.5-14m,1092.9,1276.646,13977,1276.646,1267.962889
KLOP18-L1C-12.5-14m,1093.2,1271.709,13977.3,1271.709,1267.030056
KLOP18-L1C-12.5-14m,1093.5,1267.921,13977.6,1267.921,1266.593889
KLOP18-L1C-12.5-14m,1093.8,1263.721,13977.9,1263.721,1266.426667
KLOP18-L1C-12.5-14m,1094.1,1260.177,13978.2,1260.177,1266.224389
KLOP18-L1C-12.5-14m,1094.4,1256.953,13978.5,1256.953,1265.611444
KLOP18-L1C-12.5-14m,1094.7,1254.46,13978.8,1254.46,1264.67
KLOP18-L1C-12.5-14m,1095,1254.734,13979.1,1254.734,1263.852778
KLOP18-L1C-12.5-14m,1095.3,1255.646,13979.4,1255.646,1263.737667
KLOP18-L1C-12.5-14m,1095.6,1258.153,13979.7,1258.153,1264.503556
KLOP18-L1C-12.5-14m,1095.9,1261.984,13980,1261.984,1266.048167
KLOP18-L1C-12.5-14m,1096.2,1265.301,13980.3,1265.301,1268.092333
KLOP18-L1C-12.5-14m,1096.5,1265.776,13980.6,1265.776,1270.551444
KLOP18-L1C-12.5-14m,1096.8,1263.432,13980.9,1263.432,1273.450444
KLOP18-L1C-12.5-14m,1097.1,1260.774,13981.2,1260.774,1276.737167
KLOP18-L1C-12.5-14m,1097.4,1262.134,13981.5,1262.134,1280.418611
KLOP18-L1C-12.5-14m,1097.7,1268.568,13981.8,1268.568,1284.284222
KLOP18-L1C-12.5-14m,1098,1279.189,13982.1,1279.189,1288.012444
KLOP18-L1C-12.5-14m,1098.3,1290.432,13982.4,1290.432,1291.143611
KLOP18-L1C-12.5-14m,1098.6,1299.512,13982.7,1299.512,1293.505111
KLOP18-L1C-12.5-14m,1098.9,1304.716,13983,1304.716,1295.492278
KLOP18-L1C-12.5-14m,1099.2,1307.985,13983.3,1307.985,1297.608778
KLOP18-L1C-12.5-14m,1099.5,1312.359,13983.6,1312.359,1300.171278
KLOP18-L1C-12.5-14m,1099.8,1316.114,13983.9,1316.114,1303.179889
KLOP18-L1C-12.5-14m,1100.1,1320.726,13984.2,1320.726,1306.359056
KLOP18-L1C-12.5-14m,1100.4,1324.315,13984.5,1324.315,1309.505167
KLOP18-L1C-12.5-14m,1100.7,1322.754,13984.8,1322.754,1312.427722
KLOP18-L1C-12.5-14m,1101,1314.514,13985.1,1314.514,1315.1395
KLOP18-L1C-12.5-14m,1101.3,1304.491,13985.4,1304.491,1317.808667
KLOP18-L1C-12.5-14m,1101.6,1301.07,13985.7,1301.07,1320.4415
KLOP18-L1C-12.5-14m,1101.9,1303.873,13986,1303.873,1322.899778
KLOP18-L1C-12.5-14m,1102.2,1309.557,13986.3,1309.557,1324.957833
KLOP18-L1C-12.5-14m,1102.5,1314.929,13986.6,1314.929,1326.493
KLOP18-L1C-12.5-14m,1102.8,1319.359,13986.9,1319.359,1327.405167
KLOP18-L1C-12.5-14m,1103.1,1325.198,13987.2,1325.198,1327.947556
KLOP18-L1C-12.5-14m,1103.4,1331.795,13987.5,1331.795,1328.487278
KLOP18-L1C-12.5-14m,1103.7,1339.244,13987.8,1339.244,1329.531222
KLOP18-L1C-12.5-14m,1104,1347.557,13988.1,1347.557,1331.366
KLOP18-L1C-12.5-14m,1104.3,1352.107,13988.4,1352.107,1333.729611
KLOP18-L1C-12.5-14m,1104.6,1352.234,13988.7,1352.234,1336.240167
KLOP18-L1C-12.5-14m,1104.9,1349.404,13989,1349.404,1338.642056
KLOP18-L1C-12.5-14m,1105.2,1343.747,13989.3,1343.747,1340.8185
KLOP18-L1C-12.5-14m,1105.5,1337.145,13989.6,1337.145,1342.831111
KLOP18-L1C-12.5-14m,1105.8,1334.078,13989.9,1334.078,1344.529278
KLOP18-L1C-12.5-14m,1106.1,1332.469,13990.2,1332.469,1345.781667
KLOP18-L1C-12.5-14m,1106.4,1333.305,13990.5,1333.305,1346.389111
KLOP18-L1C-12.5-14m,1106.7,1337.517,13990.8,1337.517,1346.112889
KLOP18-L1C-12.5-14m,1107,1343.615,13991.1,1343.615,1344.975333
KLOP18-L1C-12.5-14m,1107.3,1349.063,13991.4,1349.063,1343.193722
KLOP18-L1C-12.5-14m,1107.6,1352.791,13991.7,1352.791,1341.201167
KLOP18-L1C-12.5-14m,1107.9,1354.105,13992,1354.105,1339.461333
KLOP18-L1C-12.5-14m,1108.2,1355.586,13992.3,1355.586,1338.131722
KLOP18-L1C-12.5-14m,1108.5,1355.765,13992.6,1355.765,1336.831667
KLOP18-L1C-12.5-14m,1108.8,1354.338,13992.9,1354.338,1335.226778
KLOP18-L1C-12.5-14m,1109.1,1350.178,13993.2,1350.178,1333.106222
KLOP18-L1C-12.5-14m,1109.4,1342.585,13993.5,1342.585,1330.540667
KLOP18-L1C-12.5-14m,1109.7,1331.631,13993.8,1331.631,1327.743611
KLOP18-L1C-12.5-14m,1110,1320.165,13994.1,1320.165,1324.863056
KLOP18-L1C-12.5-14m,1110.3,1313.538,13994.4,1313.538,1322.089278
KLOP18-L1C-12.5-14m,1110.6,1312.43,13994.7,1312.43,1319.603944
KLOP18-L1C-12.5-14m,1110.9,1313.212,13995,1313.212,1317.334333
KLOP18-L1C-12.5-14m,1111.2,1310.677,13995.3,1310.677,1315.379056
KLOP18-L1C-12.5-14m,1111.5,1303.581,13995.6,1303.581,1313.735667
KLOP18-L1C-12.5-14m,1111.8,1295.135,13995.9,1295.135,1312.255167
KLOP18-L1C-12.5-14m,1112.1,1291.337,13996.2,1291.337,1310.542444
KLOP18-L1C-12.5-14m,1112.4,1293.268,13996.5,1293.268,1308.122556
KLOP18-L1C-12.5-14m,1112.7,1297.213,13996.8,1297.213,1304.578333
KLOP18-L1C-12.5-14m,1113,1302.863,13997.1,1302.863,1299.970333
KLOP18-L1C-12.5-14m,1113.3,1309.369,13997.4,1309.369,1293.955056
KLOP18-L1C-12.5-14m,1113.6,1314.733,13997.7,1314.733,1287.024667
KLOP18-L1C-12.5-14m,1113.9,1320.57,13998,1320.57,1280.030444
KLOP18-L1C-12.5-14m,1114.2,1324.757,13998.3,1324.757,1273.386778
KLOP18-L1C-12.5-14m,1114.5,1323.529,13998.6,1323.529,1267.004333
KLOP18-L1C-12.5-14m,1114.8,1311.756,13998.9,1311.756,1260.129056
KLOP18-L1C-12.5-14m,1115.1,1288.073,13999.2,1288.073,1251.853944
KLOP18-L1C-12.5-14m,1115.4,1256.369,13999.5,1256.369,1242.027944
KLOP18-L1C-12.5-14m,1115.7,1230.594,13999.8,1230.594,1230.651667
KLOP18-L1C-12.5-14m,1116,1204.155,14000.1,1204.155,1218.008667
KLOP18-L1C-12.5-14m,1116.3,1188.465,14000.4,1188.465,1204.358778
KLOP18-L1C-12.5-14m,1116.6,1184.781,14000.7,1184.781,1190.141944
KLOP18-L1C-12.5-14m,1116.9,1183.995,14001,1183.995,1175.632056
KLOP18-L1C-12.5-14m,1117.2,1180.251,14001.3,1180.251,1161.374778
KLOP18-L1C-12.5-14m,1117.5,1167.582,14001.6,1167.582,1148.038833
KLOP18-L1C-12.5-14m,1117.8,1144.316,14001.9,1144.316,1135.936667
KLOP18-L1C-12.5-14m,1118.1,1120.345,14002.2,1120.345,1125.248778
KLOP18-L1C-12.5-14m,1118.4,1098.09,14002.5,1098.09,1115.811611
KLOP18-L1C-12.5-14m,1118.7,1081.795,14002.8,1081.795,1107.800889
KLOP18-L1C-12.5-14m,1119,1069.035,14003.1,1069.035,1100.430167
KLOP18-L1C-12.5-14m,1119.3,1064.667,14003.4,1064.667,1092.699056
KLOP18-L1C-12.5-14m,1119.6,1063.579,14003.7,1063.579,1084.351611
KLOP18-L1C-12.5-14m,1119.9,1066.898,14004,1066.898,1075.531722
KLOP18-L1C-12.5-14m,1120.2,1071.709,14004.3,1071.709,1066.758944
KLOP18-L1C-12.5-14m,1120.5,1070.234,14004.6,1070.234,1058.601667
KLOP18-L1C-12.5-14m,1120.8,1063.987,14004.9,1063.987,1051.181778
KLOP18-L1C-12.5-14m,1121.1,1060.725,14005.2,1060.725,1044.495389
KLOP18-L1C-12.5-14m,1121.4,1059.962,14005.5,1059.962,1038.272667
KLOP18-L1C-12.5-14m,1121.7,1055.792,14005.8,1055.792,1032.325667
KLOP18-L1C-12.5-14m,1122,1045.621,14006.1,1045.621,1026.298889
KLOP18-L1C-12.5-14m,1122.3,1033.741,14006.4,1033.741,1020.014556
KLOP18-L1C-12.5-14m,1122.6,1021.493,14006.7,1021.493,1013.3275
KLOP18-L1C-12.5-14m,1122.9,1009.672,14007,1009.672,1006.319667
KLOP18-L1C-12.5-14m,1123.2,997.485,14007.3,997.485,999.5377222
KLOP18-L1C-12.5-14m,1123.5,986.787,14007.6,986.787,993.4687778
KLOP18-L1C-12.5-14m,1123.8,977.735,14007.9,977.735,988.2358889
KLOP18-L1C-12.5-14m,1124.1,969.786,14008.2,969.786,983.8757222
KLOP18-L1C-12.5-14m,1124.4,961.989,14008.5,961.989,980.8288333
KLOP18-L1C-12.5-14m,1124.7,956.185,14008.8,956.185,979.3224444
KLOP18-L1C-12.5-14m,1125,950.461,14009.1,950.461,979.4339444
KLOP18-L1C-12.5-14m,1125.3,946.531,14009.4,946.531,980.9057222
KLOP18-L1C-12.5-14m,1125.6,945.568,14009.7,945.568,983.477
KLOP18-L1C-12.5-14m,1125.9,948.159,14010,948.159,987.2723333
KLOP18-L1C-12.5-14m,1126.2,954.746,14010.3,954.746,992.2651111
KLOP18-L1C-12.5-14m,1126.5,966.533,14010.6,966.533,998.4348889
KLOP18-L1C-12.5-14m,1126.8,981.479,14010.9,981.479,1005.931778
KLOP18-L1C-12.5-14m,1127.1,1000.948,14011.2,1000.948,1014.653722
KLOP18-L1C-12.5-14m,1127.4,1018.506,14011.5,1018.506,1024.125889
KLOP18-L1C-12.5-14m,1127.7,1035.748,14011.8,1035.748,1034.062833
KLOP18-L1C-12.5-14m,1128,1047.985,14012.1,1047.985,1044.737222
KLOP18-L1C-12.5-14m,1128.3,1055.955,14012.4,1055.955,1056.878722
KLOP18-L1C-12.5-14m,1128.6,1065.801,14012.7,1065.801,1070.775833
KLOP18-L1C-12.5-14m,1128.9,1076.657,14013,1076.657,1086.142944
KLOP18-L1C-12.5-14m,1129.2,1088.791,14013.3,1088.791,1101.996722
KLOP18-L1C-12.5-14m,1129.5,1104.73,14013.6,1104.73,1117.722167
KLOP18-L1C-12.5-14m,1129.8,1118.984,14013.9,1118.984,1132.862444
KLOP18-L1C-12.5-14m,1130.1,1126.684,14014.2,1126.684,1147.316222
KLOP18-L1C-12.5-14m,1130.4,1129.326,14014.5,1129.326,1160.796056
KLOP18-L1C-12.5-14m,1130.7,1138.67,14014.8,1138.67,1172.923722
KLOP18-L1C-12.5-14m,1131,1164.115,14015.1,1164.115,1183.391278
KLOP18-L1C-12.5-14m,1131.3,1198.307,14015.4,1198.307,1192.526778
KLOP18-L1C-12.5-14m,1131.6,1231.354,14015.7,1231.354,1200.842111
KLOP18-L1C-12.5-14m,1131.9,1251.901,14016,1251.901,1208.254056
KLOP18-L1C-12.5-14m,1132.2,1264.537,14016.3,1264.537,1214.579889
KLOP18-L1C-12.5-14m,1132.5,1273.473,14016.6,1273.473,1220.139167
KLOP18-L1C-12.5-14m,1132.8,1278.674,14016.9,1278.674,1225.515056
KLOP18-L1C-12.5-14m,1133.1,1278.385,14017.2,1278.385,1230.902722
KLOP18-L1C-12.5-14m,1133.4,1266.283,14017.5,1266.283,1235.729111
KLOP18-L1C-12.5-14m,1133.7,1244.371,14017.8,1244.371,1239.075056
KLOP18-L1C-12.5-14m,1134,1230.24,14018.1,1230.24,1240.660944
KLOP18-L1C-12.5-14m,1134.3,1226.333,14018.4,1226.333,1240.472167
KLOP18-L1C-12.5-14m,1134.6,1222.206,14018.7,1222.206,1238.676056
KLOP18-L1C-12.5-14m,1134.9,1218.595,14019,1218.595,1235.239056
KLOP18-L1C-12.5-14m,1135.2,1219.051,14019.3,1219.051,1230.352833
KLOP18-L1C-12.5-14m,1135.5,1223.45,14019.6,1223.45,1224.483
KLOP18-L1C-12.5-14m,1135.8,1226.304,14019.9,1226.304,1217.989722
KLOP18-L1C-12.5-14m,1136.1,1225.545,14020.2,1225.545,1211.668722
KLOP18-L1C-12.5-14m,1136.4,1224.342,14020.5,1224.342,1206.216389
KLOP18-L1C-12.5-14m,1136.7,1226.853,14020.8,1226.853,1201.091778
KLOP18-L1C-12.5-14m,1137,1227.956,14021.1,1227.956,1195.464389
KLOP18-L1C-12.5-14m,1137.3,1219.571,14021.4,1219.571,1188.954167
KLOP18-L1C-12.5-14m,1137.6,1202.671,14021.7,1202.671,1181.1215
KLOP18-L1C-12.5-14m,1137.9,1185.521,14022,1185.521,1171.586278
KLOP18-L1C-12.5-14m,1138.2,1173.017,14022.3,1173.017,1160.107333
KLOP18-L1C-12.5-14m,1138.5,1161.506,14022.6,1161.506,1146.909444
KLOP18-L1C-12.5-14m,1138.8,1152.505,14022.9,1152.505,1132.754889
KLOP18-L1C-12.5-14m,1139.1,1146.229,14023.2,1146.229,1118.080167
KLOP18-L1C-12.5-14m,1139.4,1137.997,14023.5,1137.997,1102.927667
KLOP18-L1C-12.5-14m,1139.7,1125.04,14023.8,1125.04,1087.328167
KLOP18-L1C-12.5-14m,1140,1105.022,14024.1,1105.022,1071.977944
KLOP18-L1C-12.5-14m,1140.3,1077.607,14024.4,1077.607,1057.660444
KLOP18-L1C-12.5-14m,1140.6,1047.417,14024.7,1047.417,1044.554278
KLOP18-L1C-12.5-14m,1140.9,1016.829,14025,1016.829,1032.373278
KLOP18-L1C-12.5-14m,1141.2,988.742,14025.3,988.742,1021.134778
KLOP18-L1C-12.5-14m,1141.5,970.763,14025.6,970.763,1010.594167
KLOP18-L1C-12.5-14m,1141.8,960.197,14025.9,960.197,1000.095833
KLOP18-L1C-12.5-14m,1142.1,954.108,14026.2,954.108,989.3496111
KLOP18-L1C-12.5-14m,1142.4,947.165,14026.5,947.165,978.7611111
KLOP18-L1C-12.5-14m,1142.7,943.267,14026.8,943.267,969.1976111
KLOP18-L1C-12.5-14m,1143,944.956,14027.1,944.956,961.3699444
KLOP18-L1C-12.5-14m,1143.3,949.61,14027.4,949.61,955.7308333
KLOP18-L1C-12.5-14m,1143.6,953.759,14027.7,953.759,952.6272778
KLOP18-L1C-12.5-14m,1143.9,959.213,14028,959.213,952.0693333
KLOP18-L1C-12.5-14m,1144.2,962.774,14028.3,962.774,953.5925556
KLOP18-L1C-12.5-14m,1144.5,957.259,14028.6,957.259,956.8384444
KLOP18-L1C-12.5-14m,1144.8,944.565,14028.9,944.565,961.4347222
KLOP18-L1C-12.5-14m,1145.1,934.447,14029.2,934.447,967.3633333
KLOP18-L1C-12.5-14m,1145.4,932.879,14029.5,932.879,974.4468333
KLOP18-L1C-12.5-14m,1145.7,936.709,14029.8,936.709,982.3645
KLOP18-L1C-12.5-14m,1146,945.913,14030.1,945.913,990.8945556
KLOP18-L1C-12.5-14m,1146.3,960.965,14030.4,960.965,1000.007778
KLOP18-L1C-12.5-14m,1146.6,978.699,14030.7,978.699,1009.621778
KLOP18-L1C-12.5-14m,1146.9,998.181,14031,998.181,1019.702056
KLOP18-L1C-12.5-14m,1147.2,1018.623,14031.3,1018.623,1030.5835
KLOP18-L1C-12.5-14m,1147.5,1036.841,14031.6,1036.841,1042.350722
KLOP18-L1C-12.5-14m,1147.8,1053.88,14031.9,1053.88,1054.595556
KLOP18-L1C-12.5-14m,1148.1,1070.77,14032.2,1070.77,1066.684167
KLOP18-L1C-12.5-14m,1148.4,1087.474,14032.5,1087.474,1078.338667
KLOP18-L1C-12.5-14m,1148.7,1103.151,14032.8,1103.151,1089.370389
KLOP18-L1C-12.5-14m,1149,1117.797,14033.1,1117.797,1099.532222
KLOP18-L1C-12.5-14m,1149.3,1132.265,14033.4,1132.265,1108.703111
KLOP18-L1C-12.5-14m,1149.6,1144.219,14033.7,1144.219,1116.705444
KLOP18-L1C-12.5-14m,1149.9,1153.125,14034,1153.125,1123.399056
KLOP18-L1C-12.5-14m,1150.2,1156.375,14034.3,1156.375,1129.048833
KLOP18-L1C-12.5-14m,1150.5,1154.854,14034.6,1154.854,1133.9845
KLOP18-L1C-12.5-14m,1150.8,1150.474,14034.9,1150.474,1138.514222
KLOP18-L1C-12.5-14m,1151.1,1146.49,14035.2,1146.49,1142.6795
KLOP18-L1C-12.5-14m,1151.4,1144.484,14035.5,1144.484,1146.569056
KLOP18-L1C-12.5-14m,1151.7,1143.878,14035.8,1143.878,1149.961278
KLOP18-L1C-12.5-14m,1152,1143.775,14036.1,1143.775,1152.517611
KLOP18-L1C-12.5-14m,1152.3,1142.223,14036.4,1142.223,1154.082611
KLOP18-L1C-12.5-14m,1152.6,1139.108,14036.7,1139.108,1154.188222
KLOP18-L1C-12.5-14m,1152.9,1138.537,14037,1138.537,1152.749222
KLOP18-L1C-12.5-14m,1153.2,1142.722,14037.3,1142.722,1150.382333
KLOP18-L1C-12.5-14m,1153.5,1152.305,14037.6,1152.305,1148.050556
KLOP18-L1C-12.5-14m,1153.8,1162.449,14037.9,1162.449,1146.689389
KLOP18-L1C-12.5-14m,1154.1,1173.163,14038.2,1173.163,1146.789722
KLOP18-L1C-12.5-14m,1154.4,1178.857,14038.5,1178.857,1148.426667
KLOP18-L1C-12.5-14m,1154.7,1178.279,14038.8,1178.279,1151.158167
KLOP18-L1C-12.5-14m,1155,1172.389,14039.1,1172.389,1154.7735
KLOP18-L1C-12.5-14m,1155.3,1155.026,14039.4,1155.026,1159.0925
KLOP18-L1C-12.5-14m,1155.6,1130.473,14039.7,1130.473,1163.708167
KLOP18-L1C-12.5-14m,1155.9,1112.25,14040,1112.25,1168.253667
KLOP18-L1C-12.5-14m,1156.2,1108.502,14040.3,1108.502,1172.495444
KLOP18-L1C-12.5-14m,1156.5,1121.989,14040.6,1121.989,1176.331278
KLOP18-L1C-12.5-14m,1156.8,1146.29,14040.9,1146.29,1179.400167
KLOP18-L1C-12.5-14m,1157.1,1173.343,14041.2,1173.343,1181.846444
KLOP18-L1C-12.5-14m,1157.4,1192.942,14041.5,1192.942,1184.286444
KLOP18-L1C-12.5-14m,1157.7,1207.299,14041.8,1207.299,1187.330944
KLOP18-L1C-12.5-14m,1158,1216.85,14042.1,1216.85,1191.691833
KLOP18-L1C-12.5-14m,1158.3,1221.619,14042.4,1221.619,1197.462667
KLOP18-L1C-12.5-14m,1158.6,1224.541,14042.7,1224.541,1204.014056
KLOP18-L1C-12.5-14m,1158.9,1228.657,14043,1228.657,1210.386056
KLOP18-L1C-12.5-14m,1159.2,1231.494,14043.3,1231.494,1215.636833
KLOP18-L1C-12.5-14m,1159.5,1228.403,14043.6,1228.403,1219.181389
KLOP18-L1C-12.5-14m,1159.8,1222.89,14043.9,1222.89,1220.722333
KLOP18-L1C-12.5-14m,1160.1,1222.199,14044.2,1222.199,1220.4035
KLOP18-L1C-12.5-14m,1160.4,1227.19,14044.5,1227.19,1218.500778
KLOP18-L1C-12.5-14m,1160.7,1233.522,14044.8,1233.522,1215.543667
KLOP18-L1C-12.5-14m,1161,1234.348,14045.1,1234.348,1212.501056
KLOP18-L1C-12.5-14m,1161.3,1230.175,14045.4,1230.175,1210.161278
KLOP18-L1C-12.5-14m,1161.6,1223.198,14045.7,1223.198,1208.418667
KLOP18-L1C-12.5-14m,1161.9,1216.503,14046,1216.503,1206.892389
KLOP18-L1C-12.5-14m,1162.2,1210.092,14046.3,1210.092,1205.438611
KLOP18-L1C-12.5-14m,1162.5,1201.08,14046.6,1201.08,1204.010667
KLOP18-L1C-12.5-14m,1162.8,1187.203,14046.9,1187.203,1202.063333
KLOP18-L1C-12.5-14m,1163.1,1173.05,14047.2,1173.05,1199.055667
KLOP18-L1C-12.5-14m,1163.4,1163.622,14047.5,1163.622,1194.9295
KLOP18-L1C-12.5-14m,1163.7,1166.852,14047.8,1166.852,1190.946778
KLOP18-L1C-12.5-14m,1164,1182.425,14048.1,1182.425,1188.285556
KLOP18-L1C-12.5-14m,1164.3,1197.29,14048.4,1197.29,1186.653333
KLOP18-L1C-12.5-14m,1164.6,1204.021,14048.7,1204.021,1184.853667
KLOP18-L1C-12.5-14m,1164.9,1202.235,14049,1202.235,1181.605444
KLOP18-L1C-12.5-14m,1165.2,1197.187,14049.3,1197.187,1176.728667
KLOP18-L1C-12.5-14m,1165.5,1187.147,14049.6,1187.147,1171.160722
KLOP18-L1C-12.5-14m,1165.8,1173.052,14049.9,1173.052,1165.710389
KLOP18-L1C-12.5-14m,1166.1,1159.251,14050.2,1159.251,1160.605278
KLOP18-L1C-12.5-14m,1166.4,1162.659,14050.5,1162.659,1156.338722
KLOP18-L1C-12.5-14m,1166.7,1182.273,14050.8,1182.273,1153.145444
KLOP18-L1C-12.5-14m,1167,1193.818,14051.1,1193.818,1151.1075
KLOP18-L1C-12.5-14m,1167.3,1184.109,14051.4,1184.109,1149.816722
KLOP18-L1C-12.5-14m,1167.6,1151.624,14051.7,1151.624,1149.010722
KLOP18-L1C-12.5-14m,1167.9,1113.298,14052,1113.298,1148.1585
KLOP18-L1C-12.5-14m,1168.2,1086.98,14052.3,1086.98,1147.457833
KLOP18-L1C-12.5-14m,1168.5,1074.944,14052.6,1074.944,1147.203167
KLOP18-L1C-12.5-14m,1168.8,1071.73,14052.9,1071.73,1147.445056
KLOP18-L1C-12.5-14m,1169.1,1090.054,14053.2,1090.054,1147.6855
KLOP18-L1C-12.5-14m,1169.4,1124.946,14053.5,1124.946,1146.872833
KLOP18-L1C-12.5-14m,1169.7,1160.607,14053.8,1160.607,1144.687056
KLOP18-L1C-12.5-14m,1170,1180.787,14054.1,1180.787,1142.375278
KLOP18-L1C-12.5-14m,1170.3,1187.727,14054.4,1187.727,1141.960778
KLOP18-L1C-12.5-14m,1170.6,1181.847,14054.7,1181.847,1144.304333
KLOP18-L1C-12.5-14m,1170.9,1174.535,14055,1174.535,1148.785889
KLOP18-L1C-12.5-14m,1171.2,1168.468,14055.3,1168.468,1154.276278
KLOP18-L1C-12.5-14m,1171.5,1163.605,14055.6,1163.605,1160.060833
KLOP18-L1C-12.5-14m,1171.8,1166.987,14055.9,1166.987,1164.895778
KLOP18-L1C-12.5-14m,1172.1,1167.645,14056.2,1167.645,1167.801389
KLOP18-L1C-12.5-14m,1172.4,1154.474,14056.5,1154.474,1168.514
KLOP18-L1C-12.5-14m,1172.7,1142.497,14056.8,1142.497,1167.530667
KLOP18-L1C-12.5-14m,1173,1144.163,14057.1,1144.163,1165.254111
KLOP18-L1C-12.5-14m,1173.3,1155.482,14057.4,1155.482,1162.418333
KLOP18-L1C-12.5-14m,1173.6,1167.648,14057.7,1167.648,1159.454889
KLOP18-L1C-12.5-14m,1173.9,1173.771,14058,1173.771,1156.564222
KLOP18-L1C-12.5-14m,1174.2,1175.852,14058.3,1175.852,1153.710944
KLOP18-L1C-12.5-14m,1174.5,1177.083,14058.6,1177.083,1150.1895
KLOP18-L1C-12.5-14m,1174.8,1177.247,14058.9,1177.247,1146.041056
KLOP18-L1C-12.5-14m,1175.1,1173.434,14059.2,1173.434,1142.064667
KLOP18-L1C-12.5-14m,1175.4,1163.087,14059.5,1163.087,1138.232833
KLOP18-L1C-12.5-14m,1175.7,1146.749,14059.8,1146.749,1133.863
KLOP18-L1C-12.5-14m,1176,1130.803,14060.1,1130.803,1128.597389
KLOP18-L1C-12.5-14m,1176.3,1121.193,14060.4,1121.193,1122.664222
KLOP18-L1C-12.5-14m,1176.6,1116.436,14060.7,1116.436,1116.6565
KLOP18-L1C-12.5-14m,1176.9,1112.246,14061,1112.246,1111.043444
KLOP18-L1C-12.5-14m,1177.2,1103.601,14061.3,1103.601,1106.000444
